,Title,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Release Year
106,Meet the Fockers ,279261160,243396776,522657936,romance,2004
107,The Hangover ,277322503,191988333,469310836,comedy,2009
108,Gravity ,274092705,449100000,723192705,action,2013
108,Gravity ,274092705,449100000,723192705,drama,2013
108,Gravity ,274092705,449100000,723192705,scifi,2013
108,Gravity ,274092705,449100000,723192705,thriller,2013
109,The Grinch ,271094731,241474088,512568819,adventure,2018
109,The Grinch ,271094731,241474088,512568819,animation,2018
109,The Grinch ,271094731,241474088,512568819,comedy,2018
109,The Grinch ,271094731,241474088,512568819,family,2018
109,The Grinch ,271094731,241474088,512568819,fantasy,2018
109,The Grinch ,271094731,241474088,512568819,musical,2018
110,Sing ,270448425,363759959,634208384,animation,2016
110,Sing ,270448425,363759959,634208384,comedy,2016
110,Sing ,270448425,363759959,634208384,family,2016
110,Sing ,270448425,363759959,634208384,musical,2016
111,Monsters University ,268492764,475066881,743559645,adventure,2013
111,Monsters University ,268492764,475066881,743559645,animation,2013
111,Monsters University ,268492764,475066881,743559645,comedy,2013
111,Monsters University ,268492764,475066881,743559645,family,2013
111,Monsters University ,268492764,475066881,743559645,fantasy,2013
112,Shrek ,267665011,220188309,487853320,adventure,2001
112,Shrek ,267665011,220188309,487853320,animation,2001
112,Shrek ,267665011,220188309,487853320,comedy,2001
112,Shrek ,267665011,220188309,487853320,family,2001
112,Shrek ,267665011,220188309,487853320,fantasy,2001
112,Shrek ,267665011,220188309,487853320,romance,2001
113,Despicable Me 3 ,264624300,770175831,1034800131,adventure,2017
113,Despicable Me 3 ,264624300,770175831,1034800131,animation,2017
113,Despicable Me 3 ,264624300,770175831,1034800131,comedy,2017
113,Despicable Me 3 ,264624300,770175831,1034800131,crime,2017
113,Despicable Me 3 ,264624300,770175831,1034800131,family,2017
113,Despicable Me 3 ,264624300,770175831,1034800131,scifi,2017
114,Harry Potter and the Chamber of Secrets ,262450136,617152229,879602366,adventure,2002
114,Harry Potter and the Chamber of Secrets ,262450136,617152229,879602366,family,2002
114,Harry Potter and the Chamber of Secrets ,262450136,617152229,879602366,fantasy,2002
114,Harry Potter and the Chamber of Secrets ,262450136,617152229,879602366,mystery,2002
115,The Amazing Spider-Man ,262030663,495900000,757930663,action,2012
115,The Amazing Spider-Man ,262030663,495900000,757930663,adventure,2012
115,The Amazing Spider-Man ,262030663,495900000,757930663,scifi,2012
116,The Incredibles ,261441092,370165961,631607053,action,2004
116,The Incredibles ,261441092,370165961,631607053,adventure,2004
116,The Incredibles ,261441092,370165961,631607053,animation,2004
116,The Incredibles ,261441092,370165961,631607053,family,2004
117,Jaws ,260758300,210653000,471411300,adventure,1975
117,Jaws ,260758300,210653000,471411300,thriller,1975
118,How the Grinch Stole Christmas ,260465005,85108027,345573032,comedy,2000
118,How the Grinch Stole Christmas ,260465005,85108027,345573032,family,2000
118,How the Grinch Stole Christmas ,260465005,85108027,345573032,fantasy,2000
119,Captain America: The Winter Soldier ,259766572,454654931,714421503,action,2014
119,Captain America: The Winter Soldier ,259766572,454654931,714421503,adventure,2014
119,Captain America: The Winter Soldier ,259766572,454654931,714421503,scifi,2014
119,Captain America: The Winter Soldier ,259766572,454654931,714421503,thriller,2014
120,The Hobbit: The Desolation of Smaug ,258366855,700640658,959007513,adventure,2013
120,The Hobbit: The Desolation of Smaug ,258366855,700640658,959007513,fantasy,2013
121,The Lego Movie ,257760692,210300000,468060692,action,2014
121,The Lego Movie ,257760692,210300000,468060692,adventure,2014
121,The Lego Movie ,257760692,210300000,468060692,animation,2014
121,The Lego Movie ,257760692,210300000,468060692,comedy,2014
121,The Lego Movie ,257760692,210300000,468060692,family,2014
121,The Lego Movie ,257760692,210300000,468060692,fantasy,2014
121,The Lego Movie ,257760692,210300000,468060692,scifi,2014
122,Star Trek ,257730019,127950427,385680446,action,2009
122,Star Trek ,257730019,127950427,385680446,adventure,2009
122,Star Trek ,257730019,127950427,385680446,scifi,2009
123,I Am Legend ,256393010,329017042,585410052,action,2007
123,I Am Legend ,256393010,329017042,585410052,drama,2007
123,I Am Legend ,256393010,329017042,585410052,scifi,2007
123,I Am Legend ,256393010,329017042,585410052,thriller,2007
124,The Blind Side ,255959475,53248834,309208309,biography,2009
124,The Blind Side ,255959475,53248834,309208309,drama,2009
124,The Blind Side ,255959475,53248834,309208309,sport,2009
125,The Hobbit: The Battle of the Five Armies ,255119788,707063077,962182865,adventure,2014
125,The Hobbit: The Battle of the Five Armies ,255119788,707063077,962182865,fantasy,2014
126,The Hangover Part II ,254464305,332300000,586764305,comedy,2011
127,Despicable Me ,251513985,291600000,543113985,adventure,2010
127,Despicable Me ,251513985,291600000,543113985,animation,2010
127,Despicable Me ,251513985,291600000,543113985,comedy,2010
127,Despicable Me ,251513985,291600000,543113985,crime,2010
127,Despicable Me ,251513985,291600000,543113985,family,2010
127,Despicable Me ,251513985,291600000,543113985,scifi,2010
128,Batman ,251348343,160160000,411508343,action,1989
128,Batman ,251348343,160160000,411508343,adventure,1989
129,Night at the Museum ,250863268,323617961,574481229,adventure,2006
129,Night at the Museum ,250863268,323617961,574481229,comedy,2006
129,Night at the Museum ,250863268,323617961,574481229,family,2006
129,Night at the Museum ,250863268,323617961,574481229,fantasy,2006
130,Men in Black ,250690539,338700000,589390539,action,1997
130,Men in Black ,250690539,338700000,589390539,adventure,1997
130,Men in Black ,250690539,338700000,589390539,comedy,1997
130,Men in Black ,250690539,338700000,589390539,scifi,1997
131,Harry Potter and the Prisoner of Azkaban ,249975996,547385621,797361618,adventure,2004
131,Harry Potter and the Prisoner of Azkaban ,249975996,547385621,797361618,family,2004
131,Harry Potter and the Prisoner of Azkaban ,249975996,547385621,797361618,fantasy,2004
131,Harry Potter and the Prisoner of Azkaban ,249975996,547385621,797361618,mystery,2004
132,Moana ,248757044,395379444,644136488,adventure,2016
132,Moana ,248757044,395379444,644136488,animation,2016
132,Moana ,248757044,395379444,644136488,comedy,2016
132,Moana ,248757044,395379444,644136488,family,2016
132,Moana ,248757044,395379444,644136488,fantasy,2016
132,Moana ,248757044,395379444,644136488,musical,2016
133,Indiana Jones and the Raiders of the Lost Ark ,248159971,141766000,389925971,action,1981
133,Indiana Jones and the Raiders of the Lost Ark ,248159971,141766000,389925971,adventure,1981
134,Toy Story 2 ,245852179,251523202,497375381,adventure,1999
134,Toy Story 2 ,245852179,251523202,497375381,animation,1999
134,Toy Story 2 ,245852179,251523202,497375381,comedy,1999
134,Toy Story 2 ,245852179,251523202,497375381,family,1999
134,Toy Story 2 ,245852179,251523202,497375381,fantasy,1999
135,Transformers: Age of Extinction ,245439076,858614996,1104054072,action,2014
135,Transformers: Age of Extinction ,245439076,858614996,1104054072,adventure,2014
135,Transformers: Age of Extinction ,245439076,858614996,1104054072,scifi,2014
136,Cars ,244082982,217908885,461991867,adventure,2006
136,Cars ,244082982,217908885,461991867,animation,2006
136,Cars ,244082982,217908885,461991867,comedy,2006
136,Cars ,244082982,217908885,461991867,family,2006
136,Cars ,244082982,217908885,461991867,sport,2006
137,Ghostbusters ,243578797,53000000,296578797,action,1984
137,Ghostbusters ,243578797,53000000,296578797,comedy,1984
137,Ghostbusters ,243578797,53000000,296578797,fantasy,1984
137,Ghostbusters ,243578797,53000000,296578797,scifi,1984
138,Bruce Almighty ,242829261,241763613,484592874,comedy,2003
138,Bruce Almighty ,242829261,241763613,484592874,fantasy,2003
139,Twister ,241721524,252750000,494471524,action,1996
139,Twister ,241721524,252750000,494471524,adventure,1996
139,Twister ,241721524,252750000,494471524,thriller,1996
140,My Big Fat Greek Wedding ,241438208,127305836,368744044,comedy,2002
140,My Big Fat Greek Wedding ,241438208,127305836,368744044,drama,2002
140,My Big Fat Greek Wedding ,241438208,127305836,368744044,romance,2002
141,Maleficent ,241410378,517001401,758411779,adventure,2014
141,Maleficent ,241410378,517001401,758411779,family,2014
141,Maleficent ,241410378,517001401,758411779,fantasy,2014
141,Maleficent ,241410378,517001401,758411779,romance,2014
142,Pirates of the Caribbean: On Stranger Tides ,241071802,804642000,1045713802,action,2011
142,Pirates of the Caribbean: On Stranger Tides ,241071802,804642000,1045713802,adventure,2011
142,Pirates of the Caribbean: On Stranger Tides ,241071802,804642000,1045713802,fantasy,2011
143,Shrek Forever After ,238736787,513864080,752600867,adventure,2010
143,Shrek Forever After ,238736787,513864080,752600867,animation,2010
143,Shrek Forever After ,238736787,513864080,752600867,comedy,2010
143,Shrek Forever After ,238736787,513864080,752600867,family,2010
143,Shrek Forever After ,238736787,513864080,752600867,fantasy,2010
143,Shrek Forever After ,238736787,513864080,752600867,romance,2010
144,Fast & Furious 6 ,238679850,550001118,788680968,action,2013
144,Fast & Furious 6 ,238679850,550001118,788680968,crime,2013
144,Fast & Furious 6 ,238679850,550001118,788680968,thriller,2013
145,Brave ,237283207,301700000,538983207,adventure,2012
145,Brave ,237283207,301700000,538983207,animation,2012
145,Brave ,237283207,301700000,538983207,comedy,2012
145,Brave ,237283207,301700000,538983207,family,2012
145,Brave ,237283207,301700000,538983207,fantasy,2012
146,Oz the Great and Powerful ,234911825,258400000,493311825,adventure,2013
146,Oz the Great and Powerful ,234911825,258400000,493311825,family,2013
146,Oz the Great and Powerful ,234911825,258400000,493311825,fantasy,2013
147,X-Men: The Last Stand ,234362462,226072829,460435291,action,2006
147,X-Men: The Last Stand ,234362462,226072829,460435291,adventure,2006
147,X-Men: The Last Stand ,234362462,226072829,460435291,scifi,2006
148,War of the Worlds ,234280354,369592765,603873119,action,2005
148,War of the Worlds ,234280354,369592765,603873119,adventure,2005
148,War of the Worlds ,234280354,369592765,603873119,scifi,2005
149,Fantastic Beasts and Where to Find Them ,234037575,580006426,814044001,adventure,2016
149,Fantastic Beasts and Where to Find Them ,234037575,580006426,814044001,family,2016
149,Fantastic Beasts and Where to Find Them ,234037575,580006426,814044001,fantasy,2016
150,X-Men: Days of Future Past ,233921534,512124166,746045700,action,2014
150,X-Men: Days of Future Past ,233921534,512124166,746045700,adventure,2014
150,X-Men: Days of Future Past ,233921534,512124166,746045700,scifi,2014
150,X-Men: Days of Future Past ,233921534,512124166,746045700,thriller,2014
151,Cast Away ,233632142,196000000,429632142,adventure,2000
151,Cast Away ,233632142,196000000,429632142,drama,2000
151,Cast Away ,233632142,196000000,429632142,romance,2000
152,The Exorcist ,232906145,136017945,441306145,horror,1973
153,Doctor Strange ,232641920,445154156,677796076,action,2016
153,Doctor Strange ,232641920,445154156,677796076,adventure,2016
153,Doctor Strange ,232641920,445154156,677796076,fantasy,2016
153,Doctor Strange ,232641920,445154156,677796076,scifi,2016
154,The Lost World: Jurassic Park ,229086679,389552320,618638999,action,1997
154,The Lost World: Jurassic Park ,229086679,389552320,618638999,adventure,1997
154,The Lost World: Jurassic Park ,229086679,389552320,618638999,scifi,1997
155,Justice League ,229024295,428902692,657926987,action,2017
155,Justice League ,229024295,428902692,657926987,adventure,2017
155,Justice League ,229024295,428902692,657926987,fantasy,2017
155,Justice League ,229024295,428902692,657926987,scifi,2017
156,Star Trek Into Darkness ,228778661,238586585,467365246,action,2013
156,Star Trek Into Darkness ,228778661,238586585,467365246,adventure,2013
156,Star Trek Into Darkness ,228778661,238586585,467365246,scifi,2013
157,The Martian ,228433663,401728785,630162448,adventure,2015
157,The Martian ,228433663,401728785,630162448,drama,2015
157,The Martian ,228433663,401728785,630162448,scifi,2015
158,Signs ,227966634,180281283,408247917,drama,2002
158,Signs ,227966634,180281283,408247917,mystery,2002
158,Signs ,227966634,180281283,408247917,scifi,2002
158,Signs ,227966634,180281283,408247917,thriller,2002
159,Hancock ,227946274,401497154,629443428,action,2008
159,Hancock ,227946274,401497154,629443428,drama,2008
159,Hancock ,227946274,401497154,629443428,fantasy,2008
160,The Bourne Ultimatum ,227471070,216628965,444100035,action,2007
160,The Bourne Ultimatum ,227471070,216628965,444100035,mystery,2007
160,The Bourne Ultimatum ,227471070,216628965,444100035,thriller,2007
161,Logan ,226277068,392902882,619179950,action,2017
161,Logan ,226277068,392902882,619179950,drama,2017
161,Logan ,226277068,392902882,619179950,scifi,2017
161,Logan ,226277068,392902882,619179950,thriller,2017
162,Rush Hour 2 ,226164286,121161516,347325802,action,2001
162,Rush Hour 2 ,226164286,121161516,347325802,comedy,2001
162,Rush Hour 2 ,226164286,121161516,347325802,crime,2001
162,Rush Hour 2 ,226164286,121161516,347325802,thriller,2001
163,The Fate of the Furious ,226008385,1009996733,1236005118,action,2017
163,The Fate of the Furious ,226008385,1009996733,1236005118,crime,2017
163,The Fate of the Furious ,226008385,1009996733,1236005118,thriller,2017
164,Shang-Chi and the Legend of the Ten Rings ,224543292,207689718,432233010,action,2021
164,Shang-Chi and the Legend of the Ten Rings ,224543292,207689718,432233010,adventure,2021
164,Shang-Chi and the Legend of the Ten Rings ,224543292,207689718,432233010,fantasy,2021
164,Shang-Chi and the Legend of the Ten Rings ,224543292,207689718,432233010,scifi,2021
165,WALL-E ,223808164,297503726,521311890,adventure,2008
165,WALL-E ,223808164,297503726,521311890,animation,2008
165,WALL-E ,223808164,297503726,521311890,family,2008
165,WALL-E ,223808164,297503726,521311890,scifi,2008
166,Big Hero 6 ,222527828,435341858,657869686,action,2014
166,Big Hero 6 ,222527828,435341858,657869686,adventure,2014
166,Big Hero 6 ,222527828,435341858,657869686,animation,2014
166,Big Hero 6 ,222527828,435341858,657869686,comedy,2014
166,Big Hero 6 ,222527828,435341858,657869686,family,2014
166,Big Hero 6 ,222527828,435341858,657869686,scifi,2014
167,Mission: Impossible - Fallout ,220159104,571498294,791657398,action,2018
167,Mission: Impossible - Fallout ,220159104,571498294,791657398,adventure,2018
167,Mission: Impossible - Fallout ,220159104,571498294,791657398,thriller,2018
168,National Treasure: Book of Secrets ,219964115,239278134,459242249,action,2007
168,National Treasure: Book of Secrets ,219964115,239278134,459242249,adventure,2007
168,National Treasure: Book of Secrets ,219964115,239278134,459242249,mystery,2007
168,National Treasure: Book of Secrets ,219964115,239278134,459242249,thriller,2007
169,Alvin and the Chipmunks: The Squeakquel ,219614612,223525393,443140005,adventure,2009
169,Alvin and the Chipmunks: The Squeakquel ,219614612,223525393,443140005,animation,2009
169,Alvin and the Chipmunks: The Squeakquel ,219614612,223525393,443140005,comedy,2009
169,Alvin and the Chipmunks: The Squeakquel ,219614612,223525393,443140005,drama,2009
169,Alvin and the Chipmunks: The Squeakquel ,219614612,223525393,443140005,family,2009
169,Alvin and the Chipmunks: The Squeakquel ,219614612,223525393,443140005,fantasy,2009
169,Alvin and the Chipmunks: The Squeakquel ,219614612,223525393,443140005,music,2009
169,Alvin and the Chipmunks: The Squeakquel ,219614612,223525393,443140005,musical,2009
170,Mrs. Doubtfire ,219195243,222090952,441286195,comedy,1993
170,Mrs. Doubtfire ,219195243,222090952,441286195,drama,1993
170,Mrs. Doubtfire ,219195243,222090952,441286195,family,1993
171,Beauty and the Beast ,218967620,186043788,424967620,animation,1991
171,Beauty and the Beast ,218967620,186043788,424967620,family,1991
171,Beauty and the Beast ,218967620,186043788,424967620,fantasy,1991
171,Beauty and the Beast ,218967620,186043788,424967620,musical,1991
171,Beauty and the Beast ,218967620,186043788,424967620,romance,1991
172,Ted ,218815487,330552828,549368315,comedy,2012
